Shares (Basic)_balance,Shares (Diluted)_balance,"Cash, Cash Equivalents & Short Term Investments_balance",Accounts & Notes Receivable_balance,Total Current Assets_balance,"Property, Plant & Equipment, Net_balance",Other Long Term Assets_balance,Total Noncurrent Assets_balance,Total Assets_balance,Payables & Accruals_balance,Total Current Liabilities_balance,Long Term Debt_balance,Total Noncurrent Liabilities_balance,Total Liabilities_balance,Share Capital & Additional Paid-In Capital_balance,Retained Earnings_balance,Total Equity_balance,Total Liabilities & Equity_balance,Shares (Basic)_cashflow,Shares (Diluted)_cashflow,Net Income/Starting Line_cashflow,Depreciation & Amortization_cashflow,Non-Cash Items_cashflow,Change in Working Capital_cashflow,Net Cash from Operating Activities_cashflow,Change in Fixed Assets & Intangibles_cashflow,Net Cash from Investing Activities_cashflow,Net Cash from Financing Activities_cashflow,Net Change in Cash_cashflow,Ticker,Publish Date,Shares (Basic)_income,Shares (Diluted)_income,Revenue_income,Cost of Revenue_income,Gross Profit_income,Operating Expenses_income,Operating Income (Loss)_income,Non-Operating Income (Loss)_income,"Interest Expense, Net_income","Pretax Income (Loss), Adj._income",Pretax Income (Loss)_income,"Income Tax (Expense) Benefit, Net_income",Income (Loss) from Continuing Operations_income,Net Income_income,Net Income (Common)_income,Current_Ratio,Gross_Profit_Margin,Operating_Profit_Margin,Net_Profit_Margin,ROA,ROE,Debt_to_Equity_Ratio,Debt_Ratio,Asset_Turnover_Ratio,EPS,Fiscal Period_Q2,Fiscal Period_Q3,Fiscal Period_Q4,target,"Cash, Cash Equivalents & Short Term Investments_balance_scaled",Accounts & Notes Receivable_balance_scaled,Total Current Assets_balance_scaled,"Property, Plant & Equipment, Net_balance_scaled",Other Long Term Assets_balance_scaled,Total Noncurrent Assets_balance_scaled,Total Current Liabilities_balance_scaled,Long Term Debt_balance_scaled,Total Noncurrent Liabilities_balance_scaled,Total Liabilities_balance_scaled,Total Equity_balance_scaled,Net Income_income_scaled,Operating Income (Loss)_income_scaled,"Interest Expense, Net_income_scaled","Pretax Income (Loss), Adj._income_scaled",Pretax Income (Loss)_income_scaled,"Income Tax (Expense) Benefit, Net_income_scaled",Income (Loss) from Continuing Operations_income_scaled,Gross Profit_income_scaled,Operating Expenses_income_scaled,Shares (Basic)_cashflow_scaled,Shares (Diluted)_cashflow_scaled,Net Income/Starting Line_cashflow_scaled,Depreciation & Amortization_cashflow_scaled,Non-Cash Items_cashflow_scaled,Change in Working Capital_cashflow_scaled,Net Cash from Operating Activities_cashflow_scaled,Change in Fixed Assets & Intangibles_cashflow_scaled,Net Cash from Investing Activities_cashflow_scaled,Net Cash from Financing Activities_cashflow_scaled,Net Change in Cash_cashflow_scaled
1612000000.0,1627000000.0,6285000000.0,4312000000.0,16505000000.0,2002797739.0,49831000000.0,51462000000.0,67967000000,6063000000.0,7572000000.0,2103899375.0,5259000000.0,12831000000.0,58841000000.0,-243000000.0,55136000000,67967000000,1612000000.0,1627000000.0,27000000.0,481590108.0,85000000.0,-582000000.0,379000000,-125000000.0,-438000000.0,75000000.0,16000000,AMD,2023-08-02,1612000000.0,1627000000.0,5359000000.0,-2916000000.0,2443000000.0,-2458899417.0,-19956028.0,18000000.0,-28000000.0,-1997841.0,-2000000.0,23000000.0,27000000,27000000,27000000,2.179741151611199,45.58686322075014,-0.3723834297443553,0.5038253405486098,0.03972516073977077,0.04896982008125363,0.2327154672083575,0.18878279164888842,0.07884708755719687,0.016749379652605458,True,False,False,-0.013900289568144153,0.09247134638868863,0.06344255300366354,0.2428384362999691,0.02946720818926832,0.7331646240087101,0.7571615637000308,0.11140700634131269,0.030954718834140096,0.07737578530757573,0.18878279164888842,0.8112172083511116,1.0,-0.7391121481481482,-1.037037037037037,-0.07399411111111111,-0.07407407407407407,0.8518518518518519,1.0,90.48148148148148,-91.07034877777778,0.30080238850531815,0.30360141817503267,0.005038253405486098,0.08986566672886732,0.01586116812838216,-0.10860235118492256,0.07072214965478633,-0.023325247247620823,-0.08173166635566337,0.013995148348572494,0.0029856316476954657
1616000000.0,1629000000.0,5785000000.0,5054000000.0,16688000000.0,2075239305.0,49279000000.0,50938000000.0,67626000000,5946000000.0,7627000000.0,2113700292.0,5029000000.0,12656000000.0,59199000000.0,56000000.0,54970000000,67626000000,1616000000.0,1629000000.0,299000000.0,448963328.0,137000000.0,-838000000.0,421000000,-124000000.0,102000000.0,-803000000.0,-280000000,AMD,2023-11-01,1616000000.0,1629000000.0,5800000000.0,-3053000000.0,2747000000.0,-2518824808.0,214000000.0,33000000.0,-26000000.0,247000000.0,257000000.0,39000000.0,299000000,299000000,299000000,2.1880162580306806,47.36206896551724,3.689655172413793,5.155172413793103,0.44213763936947326,0.5439330543933054,0.23023467345824997,0.1871469553130453,0.08576582971046638,0.18502475247524752,False,True,False,0.5779340455655062,0.0855440215301807,0.07473456954425813,0.24676899417383846,0.03068700359329252,0.7286990210865644,0.7532310058261615,0.1127820660692633,0.03125573436252329,0.07436488924378198,0.1871469553130453,0.8128530446869547,1.0,0.7157190635451505,-0.08695652173913043,0.8260869565217391,0.8595317725752508,0.13043478260869565,1.0,9.187290969899665,-8.424163237458194,0.2786206896551724,0.28086206896551724,0.051551724137931035,0.07740747034482759,0.023620689655172413,-0.14448275862068966,0.07258620689655172,-0.021379310344827585,0.017586206896551725,-0.13844827586206895,-0.04827586206896552
1617000000.0,1625000000.0,5773000000.0,5379688427.0,16768000000.0,2218433607.0,49429000000.0,51117000000.0,67885000000,4614057759.0,6689000000.0,2252265390.0,5304000000.0,11993000000.0,59693000000.0,723000000.0,55892000000,67885000000,1617000000.0,1625000000.0,667000000.0,421016287.0,157000000.0,-1242000000.0,381000000,-139000000.0,150000000.0,-159000000.0,372000000,AMD,2024-01-31,1617000000.0,1625000000.0,6168000000.0,-3257000000.0,2911000000.0,-2564898261.0,336000000.0,22000000.0,178980283.0,358000000.0,364000000.0,297000000.0,667000000,667000000,667000000,2.506802212587831,47.19520103761349,5.447470817120623,10.813878080415046,0.982544008249245,1.1933729335146355,0.21457453660631218,0.17666642115342124,0.09085954187228401,0.41249226963512675,False,False,True,-0.05551909728098925,0.08504087795536569,0.07924708590999484,0.2470059659718642,0.03267929007880975,0.728128452530014,0.7529940340281358,0.09853428592472564,0.03317765912941003,0.07813213522869558,0.17666642115342124,0.8233335788465788,1.0,0.5037481259370314,0.2683362563718141,0.5367316341829086,0.545727136431784,0.4452773613193403,1.0,4.36431784107946,-3.84542467916042,0.26215953307393,0.26345654993514916,0.10813878080415046,0.06825815288586251,0.02545395590142672,-0.20136186770428016,0.061770428015564205,-0.022535667963683528,0.024319066147859923,-0.025778210116731516,0.06031128404669261
1617000000.0,1639000000.0,6035000000.0,5038000000.0,17084000000.0,2258125456.0,49081000000.0,50811000000.0,67895000000,4466867747.0,6474000000.0,2250657378.0,5223000000.0,11697000000.0,60070000000.0,846000000.0,56198000000,67895000000,1617000000.0,1639000000.0,123000000.0,391499865.0,374000000.0,-760000000.0,521000000,-142000000.0,-135000000.0,-129000000.0,257000000,AMD,2024-05-01,1617000000.0,1639000000.0,5473000000.0,-2913000000.0,2560000000.0,-2524957377.0,35987053.0,28000000.0,-25000000.0,63958669.0,64000000.0,52000000.0,123000000,123000000,123000000,2.638863144887241,46.775077653937515,0.6575379682075644,2.2473963091540288,0.18116208851903676,0.2188689988967579,0.208139079682551,0.17228072759407909,0.08060976507842993,0.07606679035250463,False,False,False,-0.08130595854267408,0.08888725237499079,0.07420281316739083,0.25162383091538404,0.033259083231460346,0.722895647691288,0.7483761690846159,0.0953531187863613,0.033149088710508874,0.0769276088077178,0.17228072759407909,0.8277192724059209,1.0,0.2925776666666667,-0.2032520325203252,0.5199891788617886,0.5203252032520326,0.42276422764227645,1.0,20.8130081300813,-20.52810875609756,0.29545039283756624,0.29947012607345147,0.02247396309154029,0.07153295541750411,0.06833546501004933,-0.138863511785127,0.09519459163164626,-0.025945550886168463,-0.02466654485656861,-0.023570253974054448,0.046957792801023204
607000000.0,610000000.0,21758000000.0,3801000000.0,30746000000.0,4882000000.0,23745000000.0,28627000000.0,59373000000,7806000000.0,10622000000.0,27798000000.0,37957000000.0,48579000000.0,31313000000.0,-20054000000.0,10794000000,59373000000,607000000.0,610000000.0,2179000000.0,501000000.0,-12000000.0,-1254000000.0,1414000000,-144000000.0,2745000000.0,-5992000000.0,-1833000000,AMGN,2019-07-31,607000000.0,610000000.0,5871000000.0,-1012000000.0,4859000000.0,-2181000000.0,2678000000.0,-114000000.0,-113886481.0,2564000000.0,2564000000.0,-385000000.0,2179000000,2179000000,2179000000,2.894558463566183,82.7627320729007,45.614035087719294,37.114631238289896,3.6700183585131287,20.187141004261626,4.500555864369094,0.8182001920064675,0.09888333080693244,3.5897858319604614,True,False,False,0.1510386636125698,0.3664628703282637,0.06401899853468748,0.517844811614707,0.08222592761019319,0.39992926077509977,0.482155188385293,0.17890286830714297,0.4681926128037997,0.6392973236993246,0.8182001920064675,0.1817998079935324,1.0,1.229004130335016,-0.052265480036714086,1.1766865534648923,1.1766865534648923,-0.17668655346489215,1.0,2.229921982560808,-1.0009178522257915,0.10338954181570431,0.10390052801907682,0.37114631238289897,0.08533469596320899,-0.002043944813490036,-0.21359223300970873,0.24084483052290923,-0.02452733776188043,0.46755237608584566,-1.0206097768693578,-0.31221257026060295
599000000.0,602000000.0,20853000000.0,3606000000.0,31051000000.0,4901000000.0,23583000000.0,28484000000.0,59535000000,8688000000.0,10737000000.0,27742000000.0,37871000000.0,48608000000.0,31451000000.0,-20136000000.0,10927000000,59535000000,599000000.0,602000000.0,1968000000.0,508000000.0,35000000.0,866000000.0,3377000000,-170000000.0,5372000000.0,-2859000000.0,5890000000,AMGN,2019-10-30,599000000.0,602000000.0,5737000000.0,-1036000000.0,4701000000.0,-2225000000.0,2476000000.0,-199000000.0,-198509596.0,2277000000.0,2277000000.0,-309000000.0,1968000000,1968000000,1968000000,2.8919623731023565,81.94178141886003,43.15844518040788,34.30364301899947,3.305618543713782,18.010432872700648,4.448430493273543,0.8164609053497942,0.09636348366507097,3.285475792988314,False,True,False,0.07953641763813013,0.3502645502645503,0.06056941295036533,0.5215587469555724,0.08232132359116485,0.3961199294532628,0.47844125304442764,0.1803476946334089,0.4659779961367263,0.6361132107163853,0.8164609053497942,0.18353909465020576,1.0,1.258130081300813,-0.10086869715447154,1.1570121951219512,1.1570121951219512,-0.15701219512195122,1.0,2.388719512195122,-1.130589430894309,0.10440997036778804,0.10493289175527279,0.34303643018999475,0.08854802161408401,0.006100749520655395,0.15094997385393064,0.5886351751786648,-0.02963221195746906,0.9363778978560223,-0.49834408227296495,1.0266689907617221
592000000.0,598000000.0,8911000000.0,4057000000.0,18440000000.0,4928000000.0,36339000000.0,41267000000.0,59707000000,8324201923.0,12835000000.0,26950000000.0,37199000000.0,50034000000.0,31531000000.0,-21330000000.0,9673000000,59707000000,592000000.0,598000000.0,1703000000.0,702000000.0,-164000000.0,273000000.0,2514000000,-188000000.0,-5963000000.0,-1929000000.0,-5378000000,AMGN,2020-02-12,592000000.0,598000000.0,6197000000.0,-1253000000.0,4944000000.0,-2896000000.0,2048000000.0,-65000000.0,-818590221.0,1983000000.0,1983000000.0,-280000000.0,1703000000,1703000000,1703000000,1.436696532917803,79.78053897046958,33.04824915281588,27.48103921252219,2.8522618788416767,17.605706606016746,5.172542127571591,0.8379921952199909,0.10379017535632339,2.876689189189189,False,False,True,0.052395695979023715,0.14924548210427588,0.06794848175255833,0.30884150937076055,0.0825363860183898,0.6086221046108496,0.6911584906292395,0.21496641934781516,0.4513708610380692,0.6230257758721758,0.8379921952199909,0.16200780478000903,1.0,1.2025836758661186,-0.4806754086905461,1.164415736934821,1.164415736934821,-0.1644157369348209,1.0,2.903112155020552,-1.7005284791544333,0.0955300952073584,0.0964983056317573,0.2748103921252219,0.11328061965467162,-0.02646441826690334,0.04405357431015007,0.4056801678231402,-0.03033725996449895,-0.9622397934484428,-0.31127965144424724,-0.8678392770695498
590000000.0,594000000.0,8012000000.0,5009000000.0,18813000000.0,4879000000.0,37977000000.0,42856000000.0,61669000000,9987000000.0,11827000000.0,30008000000.0,40357000000.0,52184000000.0,31525000000.0,-21378000000.0,9485000000,61669000000,590000000.0,594000000.0,1825000000.0,897000000.0,23000000.0,-611000000.0,2134000000,-142000000.0,-230000000.0,-254000000.0,1650000000,AMGN,2020-05-01,590000000.0,594000000.0,6161000000.0,-1513000000.0,4648000000.0,-2293000000.0,2355000000.0,-335000000.0,-346000000.0,2020000000.0,2020000000.0,-195000000.0,1825000000,1825000000,1825000000,1.5906823370254501,75.44229832819347,38.22431423470216,29.621814640480444,2.9593474841492484,19.240906694781234,5.50173958882446,0.8461950088375034,0.09990432794434805,3.093220338983051,False,False,False,0.07816425034437269,0.12991940845481523,0.08122395368823883,0.3050641327084921,0.07911592534336538,0.6158199419481425,0.6949358672915079,0.19178193257552417,0.4865978044074008,0.6544130762619793,0.8461950088375034,0.15380499116249655,1.0,1.2904109589041095,-0.18958904109589042,1.106849315068493,1.106849315068493,-0.10684931506849316,1.0,2.546849315068493,-1.2564383561643835,0.09576367472812855,0.09641291998052265,0.2962181464048044,0.1455932478493751,0.0037331602012660283,-0.09917221230319753,0.346372342152248,-0.023048206459990263,-0.03733160201266028,-0.041227073527024836,0.2678136666125629
588000000.0,592000000.0,11421000000.0,5366000000.0,22895000000.0,4843000000.0,37273000000.0,42116000000.0,65011000000,10432000000.0,10523000000.0,34133000000.0,43829000000.0,54352000000.0,31610000000.0,-20168000000.0,10659000000,65011000000,588000000.0,592000000.0,1803000000.0,930000000.0,-39000000.0,148000000.0,2842000000,-158000000.0,-2159000000.0,775000000.0,1458000000,AMGN,2020-07-29,588000000.0,592000000.0,6206000000.0,-1488000000.0,4718000000.0,-2395000000.0,2323000000.0,-293000000.0,-296000000.0,2030000000.0,2030000000.0,-227000000.0,1803000000,1803000000,1803000000,2.1757103487598592,76.02320335159523,37.431517885916854,29.052529809861426,2.773376813154697,16.915282859555305,5.09916502486162,0.8360431311624187,0.095460768177693,3.066326530612245,True,False,False,-0.11883035759116978,0.17567796219101384,0.08253987786682254,0.3521711710325945,0.07449508544707818,0.5733337435203273,0.6478288289674056,0.1618649151682023,0.5250342249773116,0.6741782159942163,0.8360431311624187,0.16395686883758134,1.0,1.28840820854132,-0.1641708264004437,1.1259012756516917,1.1259012756516917,-0.12590127565169162,1.0,2.6167498613422073,-1.3283416528008873,0.09474701901385756,0.09539155655816951,0.29052529809861427,0.1498549790525298,-0.006284241057041572,0.023847889139542378,0.45794392523364486,-0.025459233000322268,-0.3478891395423783,0.1248791492104415,0.23493393490170802
585000000.0,589000000.0,12360000000.0,4094000000.0,22661000000.0,4816000000.0,37160000000.0,41976000000.0,64637000000,9862000000.0,9953000000.0,34196000000.0,43725000000.0,53678000000.0,31713000000.0,-19851000000.0,10959000000,64637000000,585000000.0,589000000.0,2021000000.0,901000000.0,-53000000.0,499000000.0,3368000000,-135000000.0,-1628000000.0,-1798000000.0,-58000000,AMGN,2020-10-29,585000000.0,589000000.0,6423000000.0,-1561000000.0,4862000000.0,-2409000000.0,2453000000.0,-247000000.0,-302000000.0,2206000000.0,2206000000.0,-185000000.0,2021000000,2021000000,2021000000,2.2768009645333067,75.69671493071773,38.190876537443565,31.465047485598628,3.126692142271455,18.441463637193177,4.8980746418468835,0.8304531460309111,0.09937032968733078,3.454700854700855,False,True,False,0.11592127812349062,0.1912217460587589,0.06333833562820057,0.350588672122778,0.07450840849668147,0.5749029193805406,0.649411327877222,0.15398301282547147,0.5290468307625663,0.6764701332054396,0.8304531460309111,0.16954685396908892,1.0,1.2137555665512123,-0.14943097476496783,1.0915388421573478,1.0915388421573478,-0.09153884215734785,1.0,2.4057397328055417,-1.1919841662543296,0.0910789350770668,0.09170169702631169,0.3146504748559863,0.140277129067414,-0.00825159582749494,0.07768955316830142,0.5243655612642067,-0.021018215787015414,-0.25346411334267477,-0.27993149618558305,-0.009030048264051066
581000000.0,585000000.0,10647000000.0,4525000000.0,21144000000.0,4889000000.0,36915000000.0,41804000000.0,62948000000,10012525577.0,11653000000.0,32895000000.0,41886000000.0,53539000000.0,31802000000.0,-21408000000.0,9409000000,62948000000,581000000.0,585000000.0,1615000000.0,873000000.0,-83000000.0,-252000000.0,2153000000,-173000000.0,-1384000000.0,-3590000000.0,-2821000000,AMGN,2021-02-09,581000000.0,585000000.0,6634000000.0,-1597000000.0,5037000000.0,-3029000000.0,2008000000.0,-131000000.0,-318000000.0,1877000000.0,1877000000.0,-262000000.0,1615000000,1615000000,1615000000,1.814468377241912,75.92704250829063,30.268314742236964,24.344287006331022,2.565609709601576,17.164417047507705,5.690190243383994,0.8505274194573299,0.10538857469657495,2.7796901893287433,False,False,True,0.07542119977785844,0.1691396072949101,0.07188473025354261,0.3358962953548961,0.07766728093029167,0.5864364237148122,0.6641037046451039,0.18512105229713413,0.5225741882188473,0.6654063671601957,0.8505274194573299,0.14947258054267015,1.0,1.243343653250774,-0.19690402476780186,1.1622291021671827,1.1622291021671827,-0.16222910216718267,1.0,3.1188854489164086,-1.8755417956656346,0.08757913777509797,0.08818209225203497,0.24344287006331022,0.13159481459149835,-0.012511305396442568,-0.03798613204703045,0.32454024721133556,-0.02607778112752487,-0.20862224902019896,-0.5411516430509496,-0.4252336448598131
577000000.0,581000000.0,10566000000.0,4423000000.0,21299000000.0,4855000000.0,36385000000.0,41240000000.0,62539000000,11313000000.0,12869000000.0,31129000000.0,40336000000.0,53205000000.0,31806000000.0,-21639000000.0,9334000000,62539000000,577000000.0,581000000.0,1646000000.0,841000000.0,-12000000.0,-371000000.0,2104000000,-166000000.0,-319000000.0,-1939000000.0,-154000000,AMGN,2021-04-28,577000000.0,581000000.0,5901000000.0,-1490000000.0,4411000000.0,-2282000000.0,2129000000.0,-272000000.0,-285000000.0,1857000000.0,1857000000.0,-211000000.0,1646000000,1646000000,1646000000,1.6550625534229544,74.75004236570074,36.07863074055245,27.893577359769527,2.631957658421145,17.634454681808442,5.7001285622455535,0.8507491325412943,0.09435712115639841,2.852686308492201,False,False,False,0.03910862810717952,0.16895057484129902,0.07072386830617694,0.34057148339436194,0.0776315579078655,0.5817969586977726,0.6594285166056381,0.2057755960280785,0.4977534018772286,0.6449735365132158,0.8507491325412943,0.14925086745870578,1.0,1.2934386391251518,-0.17314702308626975,1.1281895504252735,1.1281895504252735,-0.12818955042527339,1.0,2.6798298906439855,-1.3863912515188335,0.09778003728181664,0.09845788849347568,0.2789357735976953,0.14251821725131333,-0.0020335536349771225,-0.06287069988137604,0.3565497373326555,-0.028130825283850195,-0.054058634129808505,-0.32858837485172004,-0.02609727164887307
572000000.0,577000000.0,8082000000.0,4479000000.0,19099000000.0,4906000000.0,35768000000.0,40674000000.0,59773000000,10261000000.0,14585000000.0,28458000000.0,36941000000.0,51526000000.0,31877000000.0,-22762000000.0,8247000000,59773000000,572000000.0,577000000.0,464000000.0,855000000.0,1550000000.0,-938000000.0,1931000000,-185000000.0,1209000000.0,-2622000000.0,518000000,AMGN,2021-08-04,572000000.0,577000000.0,6526000000.0,-1637000000.0,4889000000.0,-2556000000.0,2333000000.0,-270000000.0,-281000000.0,557477909.0,558000000.0,-94000000.0,464000000,464000000,464000000,1.3094960575934178,74.91572172847073,35.74931045050567,7.110021452650934,0.7762702223411908,5.626288347277798,6.247847702194737,0.8620280059558664,0.10917972997841835,0.8111888111888111,True,False,False,-0.051335104021599354,0.13521155036554966,0.07493349840228866,0.3195255382865173,0.08207719204323022,0.5983972696702524,0.6804744617134827,0.2440064912251351,0.4761012497281381,0.6180215147307313,0.8620280059558664,0.13797199404413363,1.0,5.0280172413793105,-0.6056034482758621,1.201461010775862,1.2025862068965518,-0.2025862068965517,1.0,10.536637931034482,-5.508620689655173,0.08764940239043825,0.08841556849524977,0.07110021452650934,0.13101440392277044,0.23751149249157216,-0.14373276126264173,0.29589334967821024,-0.028348145878026355,0.1852589641434263,-0.40177750536316276,0.07937480845847379
567000000.0,570000000.0,12921000000.0,4765000000.0,24380000000.0,4982000000.0,35631000000.0,40613000000.0,64993000000,10554000000.0,14842000000.0,33291000000.0,41934000000.0,56776000000.0,31989000000.0,-22964000000.0,8217000000,64993000000,567000000.0,570000000.0,1884000000.0,850000000.0,-110000000.0,-206000000.0,2418000000,-242000000.0,73000000.0,2848000000.0,5339000000,AMGN,2021-11-03,567000000.0,570000000.0,6706000000.0,-1609000000.0,5097000000.0,-2719000000.0,2378000000.0,-223000000.0,-296000000.0,2155000000.0,2155000000.0,-271000000.0,1884000000,1884000000,1884000000,1.6426357633742084,76.00656128839844,35.460781389800175,28.09424396063227,2.898773714092287,22.92807594012413,6.909577704758427,0.8735709999538411,0.10318034249842291,3.322751322751323,False,True,False,0.035717243040751745,0.19880602526425922,0.0733155878325358,0.37511732032680445,0.076654408936347,0.5482282707368485,0.6248826796731956,0.22836305448279046,0.512224393396212,0.6452079454710508,0.8735709999538411,0.1264290000461588,1.0,1.262208067940552,-0.15711252653927812,1.1438428874734607,1.1438428874734607,-0.14384288747346072,1.0,2.7054140127388533,-1.4432059447983014,0.08455114822546973,0.08499850879809126,0.2809424396063227,0.12675216224276767,-0.016403220996122875,-0.03071875932001193,0.36057262153295555,-0.03608708619147032,0.010885773933790635,0.42469430360870863,0.7961526990754548
552000000.0,552000000.0,8037000000.0,5826492880.0,19385000000.0,5184000000.0,36596000000.0,41780000000.0,61165000000,10447850177.0,12184000000.0,33222000000.0,42281000000.0,54465000000.0,32096000000.0,-24600000000.0,6700000000,61165000000,552000000.0,552000000.0,1899000000.0,852000000.0,-264000000.0,321000000.0,2808000000,-287000000.0,-230345358.0,-6552502476.0,-3980000000,AMGN,2022-02-16,552000000.0,552000000.0,6846000000.0,-1718000000.0,5128000000.0,-2824000000.0,2304000000.0,-173000000.0,-335000000.0,2131000000.0,2131000000.0,-232000000.0,1899000000,1899000000,1899000000,1.5910210111621799,74.90505404615834,33.654688869412794,27.73882559158633,3.104716749775198,28.34328358208955,8.129104477611941,0.8904602305239925,0.11192675549742499,3.4402173913043477,False,False,True,0.10405717077194532,0.13139867571323469,0.09525860998937301,0.3169296166108068,0.08475435297964522,0.598316030409548,0.6830703833891931,0.1991988882530859,0.5431537644077495,0.6912613422709065,0.8904602305239925,0.10953976947600752,1.0,1.2132701421800949,-0.17640863612427593,1.1221695629278567,1.1221695629278567,-0.12216956292785677,1.0,2.700368615060558,-1.4870984728804635,0.08063102541630149,0.08063102541630149,0.2773882559158633,0.12445223488168274,-0.03856266432953549,0.04688869412795793,0.4101665205959685,-0.041922290388548056,-0.03364670727432077,-0.9571286117440841,-0.5813613789073911
562000000.0,565000000.0,6544000000.0,5077000000.0,18520000000.0,5142000000.0,35534000000.0,40676000000.0,59196000000,12042000000.0,12886000000.0,36010000000.0,45394000000.0,58280000000.0,31247000000.0,-29568000000.0,916000000,59196000000,562000000.0,565000000.0,1476000000.0,841000000.0,294000000.0,-447000000.0,2164000000,-190000000.0,-111000000.0,-3514000000.0,-1461000000,AMGN,2022-04-28,562000000.0,565000000.0,6238000000.0,-1561000000.0,4677000000.0,-2177000000.0,2500000000.0,-825000000.0,-295000000.0,1675000000.0,1675000000.0,-199000000.0,1476000000,1476000000,1476000000,1.4372186869470744,74.97595383135621,40.07694773966015,23.661429945495353,2.493411717007906,161.1353711790393,63.624454148471614,0.9845259814852355,0.10537874180687884,2.626334519572954,False,False,False,0.05722328191523629,0.11054801000067573,0.08576593013041421,0.31285897695790255,0.08686397729576323,0.6002770457463342,0.6871410230420975,0.217683627272113,0.6083181296033516,0.7668423542131225,0.9845259814852355,0.015474018514764511,1.0,1.6937669376693767,-0.19986449864498645,1.1348238482384825,1.1348238482384825,-0.1348238482384824,1.0,3.1686991869918697,-1.4749322493224932,0.09009297851875601,0.09057390189163193,0.23661429945495352,0.13481885219621673,0.047130490541840334,-0.07165758255851234,0.3469060596344982,-0.030458480282141712,-0.017794164796409107,-0.5633215774286631,-0.2342096825905739
535000000.0,537000000.0,7183000000.0,5327000000.0,19322000000.0,5158000000.0,34814000000.0,39972000000.0,59294000000,11801000000.0,12618000000.0,35705000000.0,44257000000.0,56875000000.0,31343000000.0,-28252000000.0,2419000000,59294000000,535000000.0,537000000.0,1317000000.0,828000000.0,685000000.0,-900000000.0,1930000000,-246000000.0,-2193000000.0,-1062000000.0,-1325000000,AMGN,2022-08-05,535000000.0,537000000.0,6594000000.0,-1510000000.0,5084000000.0,-2908000000.0,2176000000.0,-645000000.0,-328000000.0,1531000000.0,1531000000.0,-214000000.0,1317000000,1317000000,1317000000,1.531304485655413,77.10039429784653,32.99969669396421,19.97270245677889,2.2211353593955545,54.443985117817284,23.511781727986772,0.959203292070024,0.11120855398522617,2.4616822429906544,True,False,False,0.13364181887927762,0.1211421054406854,0.08984045603265085,0.3258677100549803,0.08699025196478564,0.5871420379802341,0.6741322899450197,0.21280399365871758,0.60216885350963,0.7463992984113064,0.959203292070024,0.04079670792997605,1.0,1.6522399392558846,-0.24905087319665908,1.1624905087319666,1.1624905087319666,-0.1624905087319666,1.0,3.8602885345482156,-2.208048595292331,0.08113436457385502,0.08143767060964513,0.1997270245677889,0.12556869881710647,0.10388231725811344,-0.1364877161055505,0.2926903245374583,-0.0373066424021838,-0.3325750682438581,-0.1610555050045496,-0.20094024871094934
535000000.0,538000000.0,11478000000.0,5326000000.0,24062000000.0,5188000000.0,34450000000.0,39638000000.0,63700000000,12788000000.0,14331000000.0,37161000000.0,45716000000.0,60047000000.0,32371000000.0,-28066000000.0,3653000000,63700000000,535000000.0,538000000.0,2143000000.0,837000000.0,-312000000.0,310000000.0,2978000000,-160000000.0,-267000000.0,1588000000.0,4299000000,AMGN,2022-11-04,535000000.0,538000000.0,6652000000.0,-1588000000.0,5064000000.0,-2404000000.0,2660000000.0,-268000000.0,-368000000.0,2392000000.0,2392000000.0,-249000000.0,2143000000,2143000000,2143000000,1.6790175144791013,76.12748045700542,39.987973541791945,32.21587492483464,3.364207221350078,58.664111689022725,16.437722419928825,0.9426530612244898,0.10442700156985871,4.005607476635514,False,True,False,-0.08738640762925187,0.1801883830455259,0.08361067503924646,0.37773940345368917,0.08144427001569858,0.5408163265306123,0.6222605965463108,0.22497645211930925,0.5833751962323391,0.7176766091051805,0.9426530612244898,0.057346938775510205,1.0,1.241250583294447,-0.17172188520765283,1.1161922538497433,1.1161922538497433,-0.11619225384974335,1.0,2.363042463835744,-1.1217918805412972,0.08042693926638605,0.08087793144918821,0.32215874924834637,0.12582681900180398,-0.04690318701142514,0.04660252555622369,0.4476849067949489,-0.024052916416115455,-0.04013830426939266,0.23872519542994589,0.6462717979555022
